code	binomial	pubmed_count
sage	Streptococcus agalactiae	5325
sagg	Streptococcus agalactiae	5325
sagi	Streptococcus agalactiae	5325
sagj	Streptococcus agalactiae	5325
sagl	Streptococcus agalactiae	5325
sagm	Streptococcus agalactiae	5325
sagn	Streptococcus agalactiae	5325
sagp	Streptococcus agalactiae	5325
sagr	Streptococcus agalactiae	5325
sags	Streptococcus agalactiae	5325
sagt	Streptococcus agalactiae	5325
sagu	Sagittula sp. P11	0
sagz	Sagittula sp. MA-2	0
sah	Staphylococcus aureus	151150
sahn	Salinimicrobium tongyeongense	1
sahz	Salinicoccus sp. HZC-1	0
saiu	Spiractinospora alimapuensis	1
saj	Staphylococcus aureus	151150
sajs	Salinicola sp. JS01	0
sak	Streptococcus agalactiae	5325
sakb	Streptomyces akebiae	1
sala	Salinibacterium sp. UTAS2018	0
salc	Homoserinimonas hongtaonis	1
sald	Salinibacterium sp. dk2585	0
sale	Salicibibacter halophilus	1
salg	Shewanella algae	263
salh	Saliniradius amylolyticus	1
salj	Streptomyces albireticuli	8
salk	Salinimonas iocasae	2
salm	Salinimonas sediminis	6
saln	Salinisphaera sp. LB1	0
salo	Silicimonas algicola	3
salq	Candidatus Syntrophocurvum alkaliphilum	2
salt	Salegentibacter sp. T436	0
salu	Streptomyces noursei	112
salx	Spiroplasma alleghenense	2
saly	Salinivibrio sp. YCSC6	0
salz	Salmonella sp. SSDFZ69	0
sam	Staphylococcus aureus	151150
same	Sinorhizobium americanum	10
sami	Sphingobium amiense	13
sams	Staphylococcus aureus	151150
samy	Sandaracinus amylolyticus	6
san	Streptococcus agalactiae	5325
sand	Sandaracinobacteroides saxicola	0
sang	Streptococcus anginosus	1019
sans	Streptococcus anginosus	1019
sant	Streptomyces antimycoticus	7
sanu	Streptomyces angustmyceticus	7
sanw	Sanguibacter sp. HDW7	0
sao	Staphylococcus aureus	151150
saov	Streptomyces aureoverticillatus	8
sapl	Salimicrobium sp. PL1-032A	0
sapp	Scrofimicrobium appendicitidis	1
saqa	Caldimonas aquatica	0
saqi	Silvanigrella aquatica	2
saqt	Sulfurimonas aquatica	1
saqu	Streptomyces aquilus	4
sar	Staphylococcus aureus	151150
sarc	Stenotrophomonas aracearum	1
sarg	Streptomyces argyrophylli	0
sari	Sphingomonas aliaeris	2
sarj	Candidatus Sarcina troglodytae	1
sarm	Streptomyces armeniacus	11
sas	Staphylococcus aureus	151150
sass	Sphaerochaeta associata	2
satk	Sinomonas atrocyanea	9
sau	Staphylococcus aureus	151150
saua	Staphylococcus aureus	151150
saub	Staphylococcus aureus	151150
sauc	Staphylococcus aureus	151150
saud	Staphylococcus aureus	151150
saue	Staphylococcus aureus	151150
sauf	Staphylococcus aureus	151150
saug	Staphylococcus aureus	151150
sauh	Streptomyces auratus	6
saui	Staphylococcus aureus	151150
sauj	Staphylococcus aureus	151150
sauk	Staphylococcus aureus	151150
saum	Staphylococcus aureus	151150
saun	Staphylococcus aureus	151150
sauq	Staphylococcus aureus	151150
saur	Staphylococcus aureus	151150
saus	Staphylococcus aureus	151150
saut	Staphylococcus aureus	151150
sauu	Staphylococcus aureus	151150
sauv	Staphylococcus aureus	151150
sauw	Staphylococcus aureus	151150
saux	Staphylococcus aureus	151150
sauy	Staphylococcus aureus	151150
sauz	Staphylococcus aureus	151150
sav	Staphylococcus aureus	151150
savi	Shewanella avicenniae	1
saw	Staphylococcus aureus	151150
sax	Staphylococcus aureus	151150
say	Sulfobacillus acidophilus	35
sazs	Salinimicrobium sp. 3283s	0
sba	Sulfurospirillum barnesii	13
sbac	Abyssicoccus albus	5
sbae	Capillimicrobium parvum	3
sbag	Candidatus Saccharibacteria bacterium	6
sbah	Salinicoccus bachuensis	1
sbal	Candidatus Sulfurimonas baltica	2
sbam	Sphingobacterium bambusae	6
sbao	Segatella baroniae	3
sbat	Streptomyces bathyalis	2
sbd	Sphingobium wenxiniae	5
sbe	Candidatus Saccharibacteria bacterium	6
sber	Stieleria bergensis	0
sbf	Fluviispira sanaruensis	2
sbil	Sanguibacter biliveldensis	1
sbin	Sphingomonas bisphenolicum	3
sbj	Shewanella bicestrii	4
sbl	Shewanella baltica	115
sbm	Shewanella baltica	115
sbn	Shewanella baltica	115
sbo	Shigella boydii	403
sboc	Serratia bockelmannii	6
sbon	Streptomyces boninensis	1
sbos	Candidatus Shikimatogenerans bostrichidophilus	0
sbp	Shewanella baltica	115
sbro	Streptomyces broussonetiae	2
sbru	Salipiger bruguierae	1
sbs	Shewanella baltica	115
sbt	Shewanella baltica	115
sbu	Sphaerochaeta globosa	6
sbun	Streptomyces bungoensis	7
sbus	Syntrophus buswellii	3
sbv	Salmonella bongori	92
sbw	Candidatus Tachikawaea gelatinosa	1
sbx	Sphingobacteriaceae bacterium	0
sby	Streptomyces buecherae	2
sbz	Salmonella bongori	92
scaa	Shewanella carassii	5
scab	Sphingomonas cannabina	2
scad	Streptomyces cadmiisoli	2
scae	Streptomyces caniscabiei	1
scaf	Streptomyces carpaticus	6
scag	Sellimonas caecigallum	2
scah	Saccharothrix camelliae	1
scaj	Streptomyces camelliae	1
scao	Sporomusa carbonis	1
scaq	Staphylococcus casei	3
scat	Streptomyces castrisilvae	1
scay	Streptomyces cathayae	1
scaz	Sellimonas catena	2
scc	Parasphaerochaeta coccoides	1
scd	Gracilinema caldarium	1
scel	Sphingobacterium cellulitidis	4
sche	Streptomyces chengbuensis	1
schg	Streptomyces changanensis	2
schi	Spiroplasma chinense	0
schj	Streptococcus chenjunshii	1
schl	Schlesneria sp. DSM 10557	0
schp	Sinorhizobium chiapasense	0
scht	Singulisphaera chitinilytica	0
schv	Candidatus Sumerlaea chitinivorans	1
schy	Sphingomonas changnyeongensis	2
scia	Salicibibacter cibarius	1
scib	Salicibibacter cibi	2
scik	Spirobacillus cienkowskii	9
scin	Streptomyces cinereoruber	10
scit	Streptomyces citrinus	1
scj	Spiroplasma cantharicola	2
scla	Spiroplasma clarkii	1
sclo	Sphingobium cloacae	7
scn	Solitalea canadensis	9
scoa	Streptomyces coralus	1
scol	Siccibacter colletis	2
scom	Snodgrassella communis	2
scon	Streptococcus constellatus	459
scor	Sulfidibacter corallicola	1
scos	Streptococcus constellatus	459
scou	Spiroplasma corruscae	2
scp	Streptococcus parasanguinis	214
scq	Spiroplasma culicicola	2
scr	Spiroplasma chrysopicola	3
scs	Stanieria cyanosphaera	0
sct	Streptantibioticus cattleyicolor	1
scu	Sorangium cellulosum	237
scw	Streptomyces cyaneogriseus	11
scx	Streptomyces sp. CdTB01	0
scy	Streptantibioticus cattleyicolor	1
scya	Streptomyces cyaneochromogenes	7
scyc	Stenotrophomonas cyclobalanopsidis	1
scyn	Streptomyces cynarae	2
scyp	Shewanella cyperi	1
scys	Kalymmatonema gypsitolerans	0
scyt	Scytonema sp. HK-05	0
scz	Streptomyces sp. CFMR 7	0
sdb	Staphylococcus debuckii	5
sdc	Streptococcus dysgalactiae	1068
sdd	Streptomyces dangxiongensis	1
sdec	Streptomyces deccanensis	5
sdeg	Stutzerimonas degradans	4
sden	Streptococcus dentalis	1
sder	Sphingomonas degradans	1
sdev	Staphylococcus devriesei	12
sdf	Steroidobacter denitrificans	13
sdg	Streptococcus dysgalactiae	1068
sdh	Sphingomonas daechungensis	6
sdi	Spiroplasma diminutum	3
sdia	Centipeda dianae	0
sdid	Streptococcus didelphis	5
sdiz	Sulfurimonas diazotrophicus	1
sdj	Sphingobacterium daejeonense	10
sdk	Shewanella dokdonensis	2
sdo	Sulfitobacter donghicola	5
sdon	Sphingomonas donggukensis	1
sdq	Streptococcus dysgalactiae	1068
sdr	Sulfuricella denitrificans	10
sdrz	Streptomyces drozdowiczii	10
sds	Streptococcus dysgalactiae	1068
sdub	Sulfitobacter dubius	8
sdur	Streptomyces durmitorensis	5
sdw	Streptomyces decoyicus	4
sdx	Streptomyces dengpaensis	2
sdyn	Symmachiella dynata	1
sdz	Shigella dysenteriae	1864
sea	Salmonella enterica	19006
seb	Salmonella enterica	19006
sec	Salmonella enterica	19006
sech	Pseudomonas aeruginosa	82978
sed	Salmonella enterica	19006
seda	Staphylococcus edaphicus	13
sedd	Sediminibacillus dalangtanensis	1
sedi	Parasedimentitalea marina	5
sedm	Sedimentibacter sp. MB35-C1	0
seds	Sedimenticola thiotaurini	3
sedt	Sediminibacterium planctonicum	1
sedz	Sedimentibacter sp. zth1	0
see	Salmonella enterica	19006
seeb	Salmonella enterica	19006
seec	Salmonella enterica	19006
seeh	Salmonella enterica	19006
seen	Salmonella enterica	19006
seep	Salmonella enterica	19006
sef	Salmonella enterica	19006
seg	Salmonella enterica	19006
sega	Salmonella enterica	19006
seh	Salmonella enterica	19006
sehc	Secondary endosymbiont	77
sei	Salmonella enterica	19006
sej	Salmonella enterica	19006
sek	Salmonella enterica	19006
sel	Salmonella enterica	19006
sele	Selenomonas sp. oral taxon 478	0
selm	Selenomonas sp. TAMA-11512	0
selo	Selenomonas sp. oral taxon 136	0
selt	Selenomonas sp. oral taxon 920	0
sem	Salmonella enterica	19006
seme	Sideroxyarcus emersonii	1
sena	Salmonella enterica	19006
senb	Salmonella enterica	19006
senc	Salmonella enterica	19006
send	Salmonella enterica	19006
sene	Salmonella enterica	19006
senf	Spirosoma endbachense	1
seng	Streptomyces endophytica	1
senh	Salmonella enterica	19006
seni	Salmonella enterica	19006
senj	Salmonella enterica	19006
senl	Salmonella enterica	19006
senm	Secondary endosymbiont	77
senn	Salmonella enterica	19006
seno	Salmonella enterica	19006
senq	Salmonella enterica	19006
senr	Salmonella enterica	19006
sens	Salmonella enterica	19006
sent	Salmonella enterica	19006
senv	Salmonella enterica	19006
seny	Sodalis endosymbiont	1
seo	Salmonella enterica	19006
seoh	Seohaeicola sp. tig00000074	0
seon	Seonamhaeicola sp. S2-3	0
sepb	Candidatus Southlakia epibionticum	0
sepp	Staphylococcus epidermidis	14025
seps	Staphylococcus epidermidis	14025
sequ	Streptococcus equi	923
ser	Staphylococcus epidermidis	14025
sera	Prodigiosinella confusarubida	1
serb	Serratia sp. B1	0
serf	Serratia sp. FS14	1
serh	Serratia sp. HRI	0
serj	Serinicoccus hydrothermalis	3
serm	Serratia sp. MYb239	0
sern	Serratia sp. NGAS9	0
serq	Prodigiosinella confusarubida	1
sers	Serratia sp. SCBI	0
sert	Serratia sp. Tan611	0
seru	Serratia sp. UGAL515B_01	0
serv	Serratia sp. JSRIV001	0
serw	Ornithinimicrobium pratense	2
ses	Salmonella enterica	19006
set	Salmonella enterica	19006
setc	Salmonella enterica	19006
setu	Salmonella enterica	19006
seu	Streptococcus equi	923
seur	Shewanella eurypsychrophilus	3
sev	Salmonella enterica	19006
sevr	Saxibacter everestensis	1
sew	Salmonella enterica	19006
sex	Salmonella enterica	19006
sexp	Streptomyces explomaris	2
sey	Salmonella enterica	19006
sez	Streptococcus equi	923
sezo	Streptococcus equi	923
sfae	Sphingobacterium faecium	10
sfav	Sulfitobacter faviae	2
sfc	Spirochaeta africana	5
sfd	Sinorhizobium fredii	218
sfeo	Saltatorellus ferox	0
sfeu	Streptomyces ferrugineus	1
sff	Mammaliicoccus fleurettii	3
sfh	Sinorhizobium fredii	218
sfic	Streptomyces ficellus	7
sfil	Streptomyces fildesensis	8
sfiy	Streptomyces finlayi	2
sfk	Streptomyces formicae	7
sfl	Shigella flexneri	4452
sfla	Sphingorhabdus sp. SMR4y	0
sflu	Streptomyces flavusporus	1
sflv	Allosphingosinicella flava	0
sfn	Shigella flexneri	4452
sfo	Chania multitudinisentens	2
sfoe	Stenotrophomonas forensis	5
sfol	Spirosoma foliorum	1
sfor	Siminovitchia fortis	0
sfp	Streptomyces flavofungini	10
sfri	Stenomitos frigidus	2
sfs	Shigella flexneri	4452
sft	Shigella flexneri	4452
sfv	Shigella flexneri	4452
sfw	Serratia fonticola	142
sfx	Shigella flexneri	4452
sfy	Streptomyces fagopyri	2
sgbi	Anaerosinus gibii	0
sgc	Streptococcus agalactiae	5325
sgg	Streptococcus gallolyticus	431
sgj	Streptomyces genisteinicus	2
sgk	Streptomyces goshikiensis	2
sgla	Shewanella glacialimarina	3
sglc	Sphingomonas glaciei	1
sgly	Streptomyces glycanivorans	1
sgo	Streptococcus gordonii	1338
sgob	Streptomyces gobiensis	1
sgoe	Scandinavium goeteborgense	2
sgp	Sphaerochaeta pleomorpha	3
sgq	Spiroplasma gladiatoris	0
sgrf	Streptomyces graminofaciens	10
sgrg	Solicola gregarius	2
sgt	Streptococcus gallolyticus	431
sgw	Streptococcus gwangjuensis	2
sgx	Streptomyces gardneri	12
sgy	Syntrophobotulus glycolicus	3
sgz	Streptomyces globosus	12
shai	Sediminicurvatus halobius	0
shal	Sulfurospirillum halorespirans	8
shan	Sphingomonas hankookensis	7
shao	Shewanella halotolerans	1
shar	Streptomyces harbinensis	4
shau	Streptomyces halobius	1
shaw	Streptomyces hawaiiensis	8
shb	Salmonella enterica	19006
shd	Sulfuritalea hydrogenivorans	12
she	Shewanella sp. MR-4	0
shea	Shewanella sp. Arc9-LZ	0
sheh	Shewanella sp. H8	1
shej	Shewanella sp. JNE2	0
shel	Shewanella sp. LZH-2	0
shem	Shewanella sp. MTB7	0
shen	Shewanella sp. LC6	0
shep	Shewanella sp. Pdp11	1
shew	Shewanella sp. WE21	0
shey	Shewanella sp. YLB-09	0
shf	Shewanella sp. FDAARGOS_354	0
shg	Sphingobacterium sp. 21	0
shh	Staphylococcus haemolyticus	1090
shi	Slackia heliotrinireducens	4
shig	Shigella sp. PIB	0
shil	Streptococcus hillyeri	3
shin	Shinella sp. XGS7	0
shj	Spiroplasma helicoides	2
shk	Streptomyces huasconensis	7
shl	Shewanella halifaxensis	8
shm	Shewanella sp. MR-7	3
shn	Shewanella sp. ANA-3	1
shns	Shewanella alkalitolerans	1
shog	Saccharothrix hoggarensis	5
shoi	Segatella hominis	1
shq	Shigella sp. PAMC 28760	0
shsi	Staphylococcus hsinchuensis	1
sht	Sphingobacterium sp. ML3W	0
shua	Shouchella hunanensis	1
shug	Streptomyces huangiella	1
shum	Allostella humosa	1
shun	Streptomyces hundungensis	3
shv	Salinicoccus halodurans	7
shw	Shewanella sp. W3-18-1	0
shy	Streptomyces hygroscopicus	636
shyr	Candidatus Sulfidibacterium hydrothermale	0
shz	Shinella sp. HZN7	3
sie	Streptococcus intermedius	734
sig	Streptococcus ilei	4
simp	Simplicispira suum	2
sina	Sphingopyxis indica	2
sine	Streptomyces inhibens	2
sing	Singulisphaera photorubra	0
sinh	Sinomicrobium kalidii	1
sini	Sinimarinibacterium sp. NLF-5-8	0
sinl	Sulfitobacter indolifex	7
sinn	Streptomyces incarnatus	12
sino	Sinorhizobium sp. CCBAU 05631	0
sinr	Sinirhodobacter sp. HNIBRBA609	0
sins	Streptococcus iners	2
sint	Sellimonas intestinalis	13
sinu	Sulfurovum indicum	2
sinv	Shewanella inventionis	3
sio	Streptococcus iniae	727
sip	Streptococcus ilei	4
siq	Streptococcus iniae	727
sisg	Saccharothrix isguenensis	1
sit	Ruegeria sp. TM1040	0
siu	Streptococcus intermedius	734
six	Sinorhizobium sp. RAC02	0
siz	Streptococcus iniae	727
sje	Salimicrobium jeotgali	1
sji	Sulfonitrofixus jiaomeiensis	0
sjp	Sphingobium indicum	30
sjt	Sporosarcina jeotgali	1
ske	Sanguibacter keddieii	7
skg	Streptomyces koelreuteriae	1
skh	Shewanella khirikhana	3
ski	Streptococcus koreensis	4
skm	Sinorhizobium kummerowiae	3
skor	Streptomyces kordofanensis	0
sks	Salinivibrio kushneri	5
skt	Skermanella cutis	1
sku	Sulfuricurvum kujiense	9
skv	Sphaerospermopsis kisseleviana	0
slaa	Sphingorhabdus lacus	1
slab	Stenotrophomonas lactitubi	7
slac	Sulfurimicrobium lacus	1
slai	Streptomyces laculatispora	3
slan	Sphingomonas lacunae	1
slas	Solitalea lacus	1
slat	Streptococcus lactarius	11
slcz	Sulfitobacter sp. LC.270.F.C4	0
sld	Streptomyces lydicus	76
slf	Streptomyces liliifuscus	1
slia	Streptomyces liangshanensis	1
slid	Sphingomonas lindongxini	1
slig	Sodalis ligni	2
slim	Sulfuricaulis limicola	3
slin	Streptococcus lingualis	2
slio	Simiduia litorea	4
slit	Shewanella litorisediminis	2
slk	Streptomyces lunaelactis	5
sll	Spiroplasma litorale	1
sllo	Staphylococcus lloydii	3
slm	Stenotrophomonas sp. LM091	0
slms	Salipaludibacillus sp. LMS25	0
sln	Staphylococcus lugdunensis	703
slog	Sediminibacterium longum	1
slom	Actomonas lomoniglobus	1
slon	Streptomyces longhuiensis	1
slp	Syntrophothermus lipocalidus	10
slr	Salinispira pacifica	1
slua	Streptomyces luteireticuli	7
sluo	Streptomyces luomodiensis	2
slut	Sphingomonas lutea	5
slv	Streptomyces lividans	1637
slw	Parathermosynechococcus lividus	0
slz	Staphylococcus lutrae	3
smaa	Salinimonas marina	1
smab	Sulfurovum mangrovi	1
smae	Stieleria magnilauensis	0
smaf	Serratia sp. FGI94	0
smai	Shewanella maritima	1
smal	Streptomyces malaysiensis	32
smam	Stieleria maiorica	4
sman	Solibaculum mannosilyticum	1
smao	Streptomyces marincola	2
smar	Serratia marcescens	7803
smas	Candidatus Sulfurimonas marisnigri	3
smat	Sphingomicrobium maritimum	1
smaw	Sporomusa malonica	2
smax	Sulfurimonas marina	2
smay	Shewanella mangrovisoli	2
smaz	Sphingopyxis macrogoltabida	26
smc	Streptococcus mutans	12931
smeg	Sinorhizobium meliloti	1901
smel	Sinorhizobium meliloti	1901
smen	Streptococcus merionis	1
smer	Sinorhizobium meliloti	1901
smes	Shewanella mesophila	1
smg	Candidatus Karelsulcia muelleri	3
smh	Candidatus Karelsulcia muelleri	3
smi	Sinorhizobium meliloti	1901
smia	Spiroplasma mirum	34
smic	Sphingosinicella microcystinivorans	12
smio	Sphaerotilus microaerophilus	1
smir	Spiroplasma mirum	34
smis	Salegentibacter mishustinae	6
smj	Streptococcus mutans	12931
smk	Sinorhizobium meliloti	1901
sml	Stenotrophomonas maltophilia	3964
smls	Staphylococcus massiliensis	6
smod	Streptomyces moderatus	3
smon	Spirosoma montaniterrae	2
smoo	Spiroplasma monobiae	2
smor	Sphingomonas morindae	4
smq	Sinorhizobium meliloti	1901
sms	Candidatus Karelsulcia muelleri	3
smt	Stenotrophomonas maltophilia	3964
smu	Streptococcus mutans	12931
smua	Streptococcus mutans	12931
smub	Candidatus Karelsulcia muelleri	3
smuc	Skermanella mucosa	3
smud	Stenotrophomonas muris	4
smue	Candidatus Karelsulcia muelleri	3
smum	Candidatus Karelsulcia muelleri	3
smup	Candidatus Karelsulcia muelleri	3
smur	Simonsiella muelleri	6
smut	Streptococcus mutans	12931
smv	Candidatus Karelsulcia muelleri	3
smw	Serratia marcescens	7803
smx	Sinorhizobium meliloti	1901
smz	Stenotrophomonas maltophilia	3964
sna	Stackebrandtia nassauensis	13
snah	Streptomonospora nanhaiensis	5
snan	Spongiibacter nanhainus	2
snap	Sphingomonas naphthae	4
snas	Streptococcus nasisuis	1
snay	Candidatus Sneabacter namystus	1
snb	Streptococcus pneumoniae	30367
snc	Streptococcus pneumoniae	30367
snd	Streptococcus pneumoniae	30367
sne	Streptococcus pneumoniae	30367
snea	Sneathiella marina	1
snep	Stieleria neptunia	5
snf	Streptomyces nojiriensis	10
sni	Streptococcus pneumoniae	30367
snid	Streptococcus nidrosiense	1
sniv	Sulfuriferula nivalis	1
snj	Sphingomonas sp. NIC1	0
snm	Streptococcus pneumoniae	30367
snn	Sphaerotilus sulfidivorans	3
sno	Ancylobacter novellus	1
snos	Sphingomonas nostoxanthinifaciens	2
snp	Streptococcus pneumoniae	30367
snr	Streptomyces noursei	112
sns	Sneathia vaginalis	13
snt	Streptococcus pneumoniae	30367
snu	Streptococcus pneumoniae	30367
snv	Streptococcus pneumoniae	30367
snx	Streptococcus pneumoniae	30367
sny	Candidatus Schneideria nysicola	2
snz	Streptomyces nigra	7
soa	Sulfuriroseicoccus oceanibius	2
sob	Solibacillus sp. R5-41	0
sog	Shewanella oncorhynchi	5
soj	Shinella oryzae	1
sok	Solimonas sp. K1W22B-7	0
soke	Streptomyces okerensis	1
soli	Solidesulfovibrio sp. DCME	0
solw	Solwaraspora sp. WMMA2056	0
soo	Schaalia odontolytica	52
sop	Sphingobacterium oryzagri	1
soq	Spirosoma oryzicola	1
sora	Selenomonas oralis	1
sorg	Sorangium sp. So ce836	0
sori	Streptococcus orisratti	5
sos	Streptococcus oriscaviae	1
sou	Stenotrophomonas oahuensis	1
sow	Sporosarcina oncorhynchi	1
spa	Streptococcus pyogenes	10451
spad	Streptomyces paludis	2
spaf	Sphingomonas paludis	1
spag	Sphingobium sp. AntQ-1	0
spai	Sphingomonas panacisoli	1
spak	Staphylococcus parequorum	4
spal	Sulfurimonas paralvinellae	8
spam	Streptococcus parapneumoniae	3
span	Sphingomonas panacis	5
spap	Sphingomonas alpina	7
spat	Streptococcus pantholopis	2
spay	Sphingobacterium paramultivorum	2
spb	Streptococcus pyogenes	10451
spbs	Sphingopyxis sp. BSN-002	0
spc	Shewanella putrefaciens	781
spca	Sphingobium sp. CAP-1	0
spcl	Sphingomonas sp. CL5.1	0
spd	Streptococcus pneumoniae	30367
spdr	Sphingobacterium sp. DR205	0
speg	Sphingopyxis sp. EG6	0
spei	Streptococcus periodonticum	6
sper	Thiospirochaeta perfilievii	2
spf	Streptococcus pyogenes	10451
spfd	Sphingopyxis sp. FD7	0
spg	Streptococcus pyogenes	10451
spge	Sphingomonas sp. gentR	0
sph	Streptococcus pyogenes	10451
spha	Sphingomonas paeninsulae	1
sphb	Sphingobium sp. EP60837	0
sphc	Sphingomonas psychrotolerans	2
sphd	Rhizorhabdus wittichii	11
sphe	Sphingobacterium zhuxiongii	1
sphf	Sphingomonas sp. FARSPH	0
sphg	Sphingorhabdus sp. M41	1
sphh	Spiroplasma phoeniceum	9
sphi	Sphingomonas hengshuiensis	2
sphj	Tardibacter chloracetimidivorans	1
sphk	Sphingopyxis fribergensis	4
sphl	Allosphingorhabdus lutea	1
sphm	Sphingomonas sp. MM-1	0
sphn	Sphingobacterium sp. B29	0
spho	Sphingopyxis sp. MG	0
sphp	Sphingopyxis sp. 113P3	1
sphq	Sphingopyxis sp. QXT-31	0
sphr	Sphingobium sp. RAC03	0
sphs	Sphingosinicella sp. BN140058	0
spht	Sphingobium sp. TKS	0
sphu	Uncultured Sphingopyxis sp. UC10	0
sphv	Streptomyces phaeolivaceus	2
sphw	Streptomyces phaeoluteigriseus	6
sphx	Sphingopyxis sp. PAMC25046	0
sphy	Sphingorhabdus sp. YGSMI21	1
sphz	Sphingobacterium sp. CZ-2	1
spi	Streptococcus pyogenes	10451
spib	Spirosoma aureum	2
spih	Streptomyces phytohabitans	2
spii	Sphingomonas piscis	1
spik	Spirosoma sp. KCTC 42546	0
spin	Skermania pinensis	2
spio	Spirosoma sp. SC4-14	0
spiq	Spirillospora sp. NBC_01491	0
spir	Spirosoma pollinicola	2
spit	Spiroplasma sp. TU-14	0
spiu	Spiribacter curvatus	3
spiz	Spiribacter sp. 2438	0
spj	Streptococcus pyogenes	10451
spjj	Sphingopyxis sp. J-6	0
spjn	Sphingomonas sp. J315	0
spjs	Sphingobium sp. JS3065	0
spk	Streptococcus pyogenes	10451
spkc	Sphingomonas sp. KC8	0
spl	Shewanella pealeana	9
splb	Sulfuriferula plumbiphila	2
splk	Sphingomonas sp. LK11	5
splm	Sphingomonas sp. LM7	0
splt	Spiroplasma platyhelix	4
splu	Streptomyces pluripotens	4
splw	Sphingosinithalassobacter sp. LHW66-3	0
sply	Serratia inhibens	1
spm	Streptococcus pyogenes	10451
spmb	Sphingomonas sp. M1-B02	0
spmi	Sphingobium sp. MI1205	0
spms	Sphingomonas sp. MS122	0
spn	Streptococcus pneumoniae	30367
spnb	Sphingomonas sp. NIBR02145	0
spne	Streptococcus pneumoniae	30367
spng	Streptococcus pneumoniae	30367
spnm	Streptococcus pneumoniae	30367
spnn	Streptococcus pneumoniae	30367
spno	Streptococcus pneumoniae	30367
spnu	Streptococcus pneumoniae	30367
spnw	Sphingomonas sp. NBWT7	0
spoa	Acidilutibacter cellobiosedens	1
spof	Streptomyces poriferorum	3
spog	Sphingopyxis sp. OPL5	0
spoh	Sporosarcina sp. ANT_H38	0
spoi	Spongiibacter sp. IMCC21906	0
spok	Sporanaerobacter sp. UW_FK_SPOR1_1	0
spol	Shewanella polaris	1
spon	Flagellimonas maritima	2
spoo	Sporosarcina sp. Te-1	0
spop	Sporosarcina sp. P37	0
spoq	Sporosarcina sp. FA9	0
spor	Sporosarcina sp. P33	0
spos	Sporosarcina sp. PTS2304	0
spp	Streptococcus pneumoniae	30367
spph	Sphingobium phenoxybenzoativorans	5
spq	Salmonella enterica	19006
spr	Streptococcus pneumoniae	30367
spra	Streptomyces prasinus	8
spre	Sinorhizobium prairiense	1
sprf	Streptomyces profundus	1
sprn	Spiroplasma sp. NBRC 100390	0
sprr	Sphingomonas sp. R1	0
sprs	Sphingobium sp. RSMS	1
sprz	Sphingobacterium sp. R2	0
sps	Streptococcus pyogenes	10451
spsc	Sphingobacterium psychroaquaticum	3
spsd	Staphylococcus shinii	8
spse	Pseudosulfitobacter pseudonitzschiae	3
spsh	Shewanella psychropiezotolerans	1
spsj	Shewanella psychrotolerans	1
spso	Sphingomonas sp. So64.6b	0
spsr	Shewanella psychromarinicola	1
spsw	Shewanella psychrophila	7
spt	Salmonella enterica	19006
spta	Sphingobium sp. TA15	0
spue	Sinomonas puerhi	1
spun	Streptomyces fodineus	3
spus	Sphingopyxis sp. USTB-05	2
spv	Streptococcus pneumoniae	30367
spw	Streptococcus pneumoniae	30367
spwt	Sphingobium sp. WTD-1	0
spx	Streptococcus pneumoniae	30367
spy	Streptococcus pyogenes	10451
spya	Streptococcus pyogenes	10451
spyf	Sphingopyxis sp. YF1	5
spyg	Sphingobium sp. YG1	0
spyh	Streptococcus pyogenes	10451
spym	Streptococcus pyogenes	10451
spyo	Streptococcus pyogenes	10451
spz	Streptococcus pyogenes	10451
spzr	Stakelama tenebrarum	0
